Date,Open,Close,High,Low,Volume_(BTC),Volume_(Currency),Weighted_Price
2015-10-29,305.32,329.65,329.99,305.25,15182.00042286,4796128.278572642,313.4845749858264
2015-10-30,329.65,331.2,336.97,316.49,14138.22280987,4637357.800188737,328.3607720090209
2015-10-31,331.17,313.83,331.45,306.29,15587.51142528,4946145.527636907,320.87019342184027
2015-11-01,313.83,331.14,332.0,311.44,11649.87808234,3768598.026959359,322.01737097908
2015-11-02,331.13,380.0,380.91,326.5,24533.40625485,8726263.689806083,347.35974000720137
2015-11-03,379.97,447.48,452.0,367.49,45335.08318689,18298874.08188958,398.7748819683056
2015-11-04,447.49,418.0,499.99,368.15,47662.05085805,21042019.338580076,449.34020158805555
2015-11-05,417.5,359.34,421.12,352.0,25182.0140741,9735305.026167812,388.6771828752014
2015-11-06,359.39,382.72,395.0,351.0,15690.83347339,5890447.438853437,374.7896822787569
2015-11-07,383.3,387.54,392.0,372.24,7692.13903901,2967468.525405301,385.88041715437504
2015-11-08,387.15,370.07,388.83,360.8,9725.20730462,3643455.909196616,379.20049434752775
2015-11-09,370.06,377.65,386.96,366.02,9701.76964719,3663487.709482743,377.03178226242363
2015-11-10,377.63,312.98,382.23,293.32,22852.11821661,7723422.81041947,353.7330149305139
2015-11-11,312.98,318.72,326.99,302.42,13035.38926408,4109525.6467931597,315.71544926505555
2015-11-12,318.72,340.4,344.99,317.99,15354.67844194,5102964.389469962,332.8893352720764
2015-11-13,340.53,337.33,341.55,325.0,9217.60483223,3077940.800186983,333.83646872011803
2015-11-14,337.3,332.89,339.57,329.4,5784.73975549,1933393.9480650355,334.50583891422224
2015-11-15,332.89,320.0,335.92,316.12,7409.82005351,2408636.334855603,327.6261531560833
2015-11-16,319.95,336.94,340.72,319.8,8781.64646888,2894801.64530867,327.1732556388542
2015-11-17,336.94,334.98,338.87,332.36,5849.4689568,1963300.0043794743,335.5966427407361
2015-11-18,335.03,334.35,338.0,330.0,5956.71878887,1991782.715088036,334.1906708810694
2015-11-19,334.35,317.0,335.28,311.23,8596.56843878,2790094.943386072,328.08256492506945
2015-11-20,316.87,321.9,325.0,315.13,8073.31158789,2589240.4688867712,320.8192544520764
2015-11-21,321.93,326.73,328.0,321.43,4314.04137119,1406045.8649804,326.0274614181875
2015-11-22,326.73,322.84,326.92,321.0,4200.42259482,1359046.0089077787,323.821578665882
2015-11-23,322.86,320.22,326.0,318.0,5257.54376246,1699280.4616287006,323.16273626890273
2015-11-24,320.22,318.42,323.17,316.26,5894.70359194,1890338.3862184933,321.12473691175694
2015-11-25,318.4,333.57,334.36,318.17,8629.38601117,2819431.8665138516,325.49743606923613
2015-11-26,333.57,350.58,368.18,332.0,13389.29440063,4681337.3982949685,347.1610395335
2015-11-27,350.6,355.55,364.46,348.04,8141.82086735,2908422.6316714548,356.9174101231528
2015-11-28,355.55,354.8,359.63,352.0,4680.6017534,1664753.815512849,355.49335737395137
2015-11-29,354.79,376.53,379.56,354.26,8114.61703824,2994755.011687093,364.5825561383819
2015-11-30,376.52,378.6,382.87,367.5,10008.40370485,3766057.0886698985,376.72859855895837
2015-12-01,378.59,351.22,378.72,347.55,11243.95474355,4050181.282143717,362.4869361952014
2015-12-02,351.22,368.1,369.99,351.22,7610.8543478,2734993.869140261,357.94207736024305
2015-12-03,368.1,360.17,369.98,355.43,6858.37888361,2483822.225867024,362.14005848799997
2015-12-04,360.17,371.51,374.0,358.41,6877.03510875,2505070.178920124,362.92657189733336
2015-12-05,371.53,393.8,397.0,368.74,9772.20549579,3744674.234709252,380.05167969111113
2015-12-06,393.82,387.87,401.01,375.22,8056.6869787900005,3155518.12239643,391.4788239342222
2015-12-07,388.18,394.9,397.57,385.0,7646.00523615,3008616.696379359,393.09333993091667
2015-12-08,394.92,416.56,420.0,386.69,11984.4631629,4858011.803550707,399.4080615791181
2015-12-09,416.55,414.92,425.0,401.0,10662.52638007,4419212.431387674,415.65509042706253
2015-12-10,414.93,424.19,425.0,408.0,7289.79501789,3038383.8657594207,416.2389629012639
2015-12-11,424.19,427.63,469.34,420.57,25824.25272131,11471960.19610885,439.9936138244792
2015-12-12,427.61,430.93,439.01,403.0,17844.90008019,7611129.316541497,429.2696452211667
2015-12-13,431.04,438.46,443.83,429.12,7469.47026252,3259155.67119719,436.5849293188542
2015-12-14,438.45,453.73,458.8,434.91,167445.09899866,74363973.1796561,444.6859866988611
2015-12-15,453.73,451.02,464.95,440.0,11602.35249327,5306542.793183484,458.66741554822914
2015-12-16,451.03,451.98,461.11,445.48,33670.16007458,15318973.927172618,453.49553665965277
2015-12-17,451.98,455.71,456.33,451.01,6356.64726325,2888899.480522034,454.57726798197916
2015-12-18,455.71,464.3,465.1,453.28,6507.10960726,3002262.340780298,461.06524680103473
2015-12-19,464.3,458.32,465.6,451.58,7113.3008727,3273714.322161482,461.67373815747914
2015-12-20,458.39,436.69,459.61,424.66,10271.74552404,4526423.699316369,446.74014935714587
2015-12-21,436.85,437.58,444.44,432.91,6068.01863389,2652997.3978464953,437.6112013401528
2015-12-22,437.58,436.99,442.0,428.29,7554.40584013,3293899.362997115,436.6607336080486
2015-12-23,436.99,456.43,458.87,434.52,8122.89874781,3601567.873690713,442.30140821140975
2015-12-24,456.41,458.48,460.0,452.72,5711.77265398,2606128.09104215,456.4147651186805
2015-12-25,458.48,446.59,458.99,442.79,4370.91965225,1982913.2429374496,454.63597688208336
2015-12-26,446.59,421.78,446.59,410.0,14062.5563478,5976888.191328976,426.79057573166665
2015-12-27,421.79,429.48,429.9,418.02,5405.95426219,2295494.123325054,424.4907269093681
2015-12-28,429.66,423.47,429.9,418.0,6830.35773781,2893474.528444713,424.31578212220137
2015-12-29,423.43,432.74,434.99,419.31,6653.72943332,2849476.062637699,427.33478554878474
2015-12-30,432.73,426.59,434.85,422.35,5133.2591733,2197481.7184509025,428.7362271546458
2015-12-31,426.68,436.12,437.15,419.04,6494.54293454,2782882.957035052,428.35175887334725
2016-01-01,436.12,435.0,437.56,427.92,4255.82303646,1846281.711362468,433.9814651645764
2016-01-02,434.98,433.56,436.6,432.07,3444.10790321,1497900.8663957082,434.8218847185903
2016-01-03,433.56,433.23,434.98,425.02,3913.03475268,1684431.8957818933,431.1986049277083
2016-01-04,433.23,434.31,435.79,431.76,6628.92743508,2877720.390429292,433.91455866942357
2016-01-05,434.41,430.55,434.41,428.15,5935.63617454,2567392.1810688595,432.71194477963195
2016-01-06,430.5,439.98,444.98,430.21,7192.93517866,3124728.9497095286,432.96799090731946
2016-01-07,439.97,457.5,464.4,439.97,13920.62605658,6345055.510281485,454.9234777827917
2016-01-08,457.5,451.28,458.6,447.53,6885.09483302,3127168.923918898,455.0208880582361
2016-01-09,451.39,448.0,454.03,445.29,4253.09931346,1916757.38469197,450.72254181681944
2016-01-10,448.0,451.75,452.65,442.96,4673.52372576,2094944.9293794397,447.618732139625
2016-01-11,451.83,447.51,451.99,445.88,5656.56093883,2534298.6513264775,448.06483939402773
2016-01-12,447.51,431.69,448.98,425.0,8450.451614,3724821.1001278027,444.1253598265903
2016-01-13,431.67,433.0,435.27,425.23,7278.88809272,3137945.9309503217,431.33132424726386
2016-01-14,433.02,415.88,433.66,410.0,10806.091841810001,4585219.220149272,429.4590523422222
2016-01-15,415.67,371.77,416.43,357.0,30787.58688487,11875453.753360808,389.5792392160694
2016-01-16,371.77,385.34,391.0,350.92,15807.54430487,5937477.602116902,374.6530732392153
2016-01-17,385.29,376.95,387.18,372.0,7645.41542082,2922915.2964062644,382.5342536225833
2016-01-18,377.04,383.63,386.1,370.1,8534.76649934,3250842.9791245386,381.0441529265625
2016-01-19,383.64,379.99,385.5,369.0,9214.78559455,3480692.085617998,379.76550792134026
2016-01-20,379.79,414.58,425.1,376.47,14523.58934019,5889449.592599833,400.05647820189586
2016-01-21,414.57,396.47,418.42,395.36,9979.00507052,4072288.8534156913,410.6401147350556
2016-01-22,396.48,395.0,401.34,373.86,12634.7354309,4908342.393839302,390.6809481175972
2016-01-23,395.0,389.5,396.12,382.55,5919.86074166,2308284.0476508257,389.97437357414583
2016-01-24,389.66,398.62,406.93,388.59,6164.51382902,2467991.5371983466,398.8399202919375
2016-01-25,398.59,391.99,401.88,386.41,7696.60945001,3028966.8734103874,394.96021291217363
2016-01-26,391.83,393.53,397.0,387.78,7356.64237956,2890803.326720016,393.1689302968542
2016-01-27,393.59,382.56,397.18,377.12,9107.74026585,3563227.1219423683,393.60197972004164
2016-01-28,382.56,374.91,385.16,363.25,9509.98386549,3596111.158852345,380.81021445727083
2016-01-29,374.96,378.77,385.05,370.81,9406.648733170001,3554064.5459219664,378.42563696622915
2016-01-30,378.77,381.25,382.04,376.53,4144.94640735,1571573.5155685756,379.2897009307222
2016-01-31,381.22,373.5,382.5,365.0,6825.8404682400005,2558249.469498263,377.7345481149861
2016-02-01,373.79,373.42,379.0,368.11,7197.18918477,2682364.305802917,373.5358313951111
2016-02-02,373.48,372.41,374.41,368.2,8141.9961525,3034483.086669427,372.84019269825
2016-02-03,372.36,369.84,373.0,365.63,7157.08165192,2647652.868013328,370.6384388768264
2016-02-04,369.85,385.89,390.63,369.49,8880.71318924,3402073.4993034573,380.6044671815486
2016-02-05,385.84,375.68,389.36,374.98,8026.55365215,3082646.4313839497,384.44250565089584
2016-02-06,375.68,376.39,377.21,370.05,5476.58515207,2051935.2423039095,375.02746045207635
2016-02-07,376.36,378.4,379.81,373.24,4372.65771558,1648356.6977747818,377.07491122606945
2016-02-08,378.39,371.06,379.35,370.5,8295.11897309,3100469.9053503913,374.7569334364028
2016-02-09,371.09,374.19,374.95,370.13,9270.01059154,3452824.949034492,372.3009524392014
2016-02-10,374.2,376.29,383.34,373.75,10922.88836314,4119781.706264074,377.0575963703264
2016-02-11,376.21,379.25,379.4,361.1,9158.51702624,3433864.579151095,375.58782524723614
2016-02-12,379.24,388.42,391.49,378.95,6906.77447196,2641392.2752469815,381.6836504158541
2016-02-13,388.66,396.72,398.82,387.43,6830.68826426,2677804.181373067,390.4889619479444
2016-02-14,396.72,404.91,409.09,395.95,7389.04068003,2969949.268575863,401.0311470659653
2016-02-15,404.91,400.5,406.87,394.03,5815.8405336099995,2329828.7713373876,401.24203129436114
2016-02-16,400.78,408.92,409.0,390.0,6623.15489689,2684267.8460401585,404.58050195742356
2016-02-17,408.91,418.76,420.13,408.5,8839.41576498,3686689.573513133,416.5131425423889
2016-02-18,418.54,421.32,423.2,415.01,5957.32575628,2502165.1697769123,420.37536489588894
2016-02-19,421.34,423.99,424.41,416.0,7504.775579,3153806.7908895332,419.8353862736042
2016-02-20,423.99,439.23,444.03,423.48,8586.33509761,3740993.4874589783,434.4937272283125
2016-02-21,439.22,435.54,448.7,426.01,7172.49313726,3129843.6543391165,437.2882198132917
2016-02-22,435.54,439.08,440.9,432.36,5996.58056287,2623706.2013861225,437.1188638972292
2016-02-23,439.03,421.09,439.2,414.16,9026.40605768,3817595.8112001494,423.40082697586115
2016-02-24,421.08,421.52,426.44,410.0,7308.2061263,3081242.066059246,421.4753340982778
2016-02-25,421.6,421.58,425.5,418.6,6155.30133043,2599029.656626082,422.3742460837014
2016-02-26,421.57,431.86,434.97,421.1,7598.19824198,3240364.098782268,425.8144510215903
2016-02-27,431.91,425.92,433.71,423.0,5544.32917844,2385316.8866749154,430.7299250290972
2016-02-28,425.9,436.75,438.45,425.33,5475.76712306,2373345.0484991763,431.51875802611806
2016-02-29,436.8,435.05,442.0,433.36,7899.81828391,3448145.8241439606,436.3575603927361
2016-03-01,435.02,434.71,435.91,427.5,7233.25838014,3129074.091001958,433.03424426583337
2016-03-02,434.77,414.32,434.88,408.63,10637.42974037,4510054.456373409,427.5331072003056
2016-03-03,414.3,421.4,422.8,410.1,9817.21321379,4104788.539292276,418.7877536499792
2016-03-04,421.43,407.09,422.21,396.45,11095.124556409999,4555766.616133538,413.9709998298541
2016-03-05,407.13,397.68,407.75,381.09,13427.42207891,5294916.894237697,396.4735410926736
2016-03-06,397.83,403.86,409.27,393.0,7924.89034388,3196229.3779498874,403.50366423401385
2016-03-07,403.86,414.63,418.74,402.91,9676.01031602,3971050.824676879,409.61851533268054
2016-03-08,414.63,410.51,415.93,407.4,7167.14055601,2947304.367688457,411.5121247805972
2016-03-09,410.59,411.48,414.0,409.5,6103.98040372,2513969.39078934,411.66703889206246
2016-03-10,411.47,416.71,418.0,411.03,8057.06787202,3342802.540433619,414.4728058292569
2016-03-11,416.67,413.93,421.3,413.21,7526.16272428,3151568.894319707,419.0819845266319
2016-03-12,413.93,411.87,417.41,406.52,6783.73119184,2791221.6045197397,412.2642937562083
2016-03-13,411.79,414.57,416.38,411.73,4735.29874451,1957449.1425248396,413.54207891925364
2016-03-14,414.57,415.38,416.94,411.61,7137.44236832,2954899.4325702926,414.0243012676528
2016-03-15,415.33,414.3,416.5,412.48,7234.12097989,3003073.228805021,415.25449241704166
2016-03-16,414.3,417.51,417.79,413.0,6525.71376374,2710336.204241486,415.192615514993
2016-03-17,417.5,417.1,419.75,416.53,6433.25133553,2691454.4970456664,418.3435544824792
2016-03-18,417.21,409.63,417.92,399.21,8602.98386888,3528997.956101258,411.6036144423055
2016-03-19,409.61,409.74,412.78,404.72,5236.60469764,2138617.1100602737,408.65896192072915
2016-03-20,409.73,408.12,415.34,406.89,5062.8280346,2082757.562801162,411.33589070290276
2016-03-21,408.11,415.0,415.0,407.1,6220.64378394,2554275.1227950873,410.16695358226394
2016-03-22,415.0,417.33,417.79,414.49,5914.61648105,2462713.5469353,416.40141991985416
2016-03-23,417.42,415.99,418.99,413.95,5779.36161687,2408902.7817152445,417.0588508278472
2016-03-24,415.99,413.77,416.9,410.0,5517.17628851,2288195.9070838643,415.12183128359726
2016-03-25,413.78,417.43,417.77,412.82,4462.75145812,1855091.841272536,415.5632577572639
2016-03-26,417.4,416.63,417.69,414.37,3599.35970096,1498654.1803002462,416.468706224757
2016-03-27,416.72,424.11,426.5,416.58,5440.80349796,2300980.800169595,421.0642285564027
2016-03-28,424.1,423.91,424.62,419.63,6252.3357361299995,2641904.210416056,422.69579392077776
2016-03-29,423.91,414.9,424.33,407.75,7307.1915699,3032618.9628527826,416.9730444629167
2016-03-30,414.88,415.53,416.0,407.56,5858.76122119,2418356.4701392404,413.2904771549028
2016-03-31,415.53,416.53,417.6,412.98,5454.39891667,2265955.501143124,415.3990926458056
2016-04-01,416.53,418.46,420.5,414.12,6045.36962949,2520996.737779417,416.76379738636115
2016-04-02,418.34,419.83,420.38,417.04,3384.3412754,1419936.9715785957,419.5828586882292
2016-04-03,419.89,419.96,421.0,418.33,3767.03125161,1581199.5316672,419.760238297882
2016-04-04,419.94,421.89,421.98,417.58,5699.79434962,2389845.903814291,419.3628734753472
2016-04-05,421.95,422.21,423.43,420.17,5581.14386186,2354282.801690477,422.0287741926875
2016-04-06,422.29,421.15,422.89,420.48,5670.32296144,2392412.408815477,421.9235411397153
2016-04-07,421.3,422.1,422.74,419.41,5010.20874088,2111712.357964376,421.47557902978474
2016-04-08,422.09,417.81,424.65,415.51,6821.14018333,2872094.587259193,421.6026075642083
2016-04-09,417.79,420.0,420.54,416.91,3110.53700135,1302928.416795739,418.81361451304167
2016-04-10,419.99,423.08,424.0,419.99,3401.31170856,1438209.755116762,422.5174025962639
2016-04-11,423.38,428.0,428.0,420.15,5984.77463937,2532368.532262067,422.8156168240139
2016-04-12,427.99,428.97,429.77,425.43,6824.57637688,2917550.7862315313,427.3547681212708
2016-04-13,428.96,427.79,429.4,423.59,5766.35557278,2457803.7685098015,426.3499495020486
2016-04-14,427.69,427.72,427.84,424.52,5105.22735314,2174025.89738099,425.85733824313195
2016-04-15,427.73,431.56,431.56,425.72,4398.84494577,1890182.7771289092,429.3801308596319
2016-04-16,431.55,433.92,434.89,429.89,4455.27382602,1927726.6292917328,432.8852831935278
2016-04-17,433.76,432.49,434.93,429.15,3570.79666292,1542091.7720959533,432.3397321450764
2016-04-18,432.5,430.78,434.46,428.44,5712.38779412,2457679.94089017,430.53046525507636
2016-04-19,430.78,437.53,438.2,429.22,6373.64791142,2757835.989384127,432.1664822125764
2016-04-20,437.49,445.5,446.32,436.27,7390.26172921,3258010.528315281,440.19439839088193
2016-04-21,445.47,448.64,453.8,441.99,8272.83372533,3705098.156916987,446.46483228254164
2016-04-22,448.61,448.77,451.03,445.07,6218.24104138,2788430.358879894,448.2927578523333
2016-04-23,448.68,458.49,460.0,447.03,5470.80289999,2478096.458334819,451.4837537538889
2016-04-24,458.49,461.51,466.3,454.55,6184.8070528,2852694.056417977,460.2559517784583
2016-04-25,461.54,468.35,472.38,454.65,9428.36461058,4386382.997334894,464.6418489141111
2016-04-26,468.11,466.64,472.11,464.01,8085.37756176,3790296.303275268,468.64139587144444
2016-04-27,466.55,442.08,470.2,434.79,12305.58032614,5580686.031037024,457.7955017613403
2016-04-28,442.08,448.5,452.99,439.21,6255.4735092500005,2802627.485093465,447.77195065698606
2016-04-29,448.79,457.31,459.44,448.5,6165.96029641,2804129.269179237,453.9783254516042
2016-04-30,457.3,452.86,458.88,450.13,4546.96757714,2069217.321149622,455.28818658224304
2016-05-01,452.86,457.19,457.63,451.55,3296.46637602,1502697.7779136593,455.85205070859723
2016-05-02,457.18,444.81,457.38,440.02,8026.81696493,3580552.033936469,447.3131457199722
2016-05-03,444.81,450.59,453.29,444.81,5910.14495103,2660122.363718555,449.8850410257014
2016-05-04,450.42,451.01,452.21,446.76,4929.84880488,2213263.681410948,449.2926215182986
2016-05-05,451.01,449.33,451.24,447.0,5457.62483859,2452441.794095856,449.35772357509023
2016-05-06,449.28,460.51,463.73,449.04,6280.77531482,2870803.575246499,456.074309690368
2016-05-07,460.51,462.39,464.0,459.91,3212.89068084,1483330.0738939487,461.5957640048542
2016-05-08,462.58,462.17,465.0,457.5,3738.01766627,1723569.80847326,461.0730654974236
2016-05-09,462.22,463.58,465.9,459.41,6415.21797872,2969228.772409195,462.31367527247914
2016-05-10,463.58,458.01,463.82,448.2,7226.32585033,3291867.25358443,456.26680473088885
2016-05-11,458.01,454.21,458.65,452.5,6046.85962864,2752686.181039369,455.430242722743
2016-05-12,454.16,455.37,456.99,449.27,6033.12016478,2732020.476084719,452.99514072047225
2016-05-13,455.37,458.33,459.5,453.84,5289.58695503,2416274.5912183397,456.62296684122913
2016-05-14,458.32,459.81,460.0,456.0,3297.25435969,1510507.438337741,457.97144276363196
2016-05-15,459.8,461.35,463.62,458.49,3597.90839285,1658373.349901418,460.62496836224307
2016-05-16,461.37,456.74,461.43,451.48,5959.26401522,2724495.186098208,457.7826115604445
2016-05-17,456.75,456.32,457.25,452.2,6403.71246757,2915028.9300686712,455.46630954006946
2016-05-18,456.16,455.89,457.88,454.79,5387.07369382,2458857.0085537904,456.36280328686803
2016-05-19,456.16,441.61,456.21,435.0,9673.05312849,4311775.032727581,448.1680796399514
2016-05-20,441.51,445.74,446.24,440.0,5975.61969791,2652307.21902176,443.8472647128681
2016-05-21,445.74,445.91,446.99,441.88,3890.50371583,1733586.846256047,445.64850469780555
2016-05-22,445.78,444.0,446.27,440.89,4266.55029349,1892276.4051720889,444.1333976126875
2016-05-23,443.99,448.4,448.5,440.79,5834.09075907,2592171.239926679,444.32340750316666
2016-05-24,448.4,449.98,449.99,440.5,6918.91270777,3089122.3521396085,446.68837992387495
2016-05-25,449.97,449.96,452.42,448.73,6385.66762628,2875873.060496641,450.28120509025695
2016-05-26,449.97,466.5,471.92,449.0,7674.52613092,3500624.519238934,454.05192410625693
2016-05-27,466.26,489.77,490.0,464.1,8966.0377624,4245011.461655693,473.0816456037639
2016-05-28,489.97,515.61,539.49,472.08,12620.57964278,6399464.642579542,503.3152173580695
2016-05-29,515.96,527.6,549.99,507.0,8557.35868606,4506726.171599041,522.4004137119375
2016-05-30,528.67,532.95,541.0,519.0,6180.83276364,3290234.6083665052,532.3792181789792
2016-05-31,532.9,527.97,544.9,520.01,8676.38809258,4616264.655562108,533.4824352125555
2016-06-01,527.95,537.27,541.5,524.39,5978.7095393399995,3197699.8431492853,534.5742371237013
2016-06-02,537.27,537.68,541.2,532.02,6168.522652,3310223.8195328135,536.7744214427292
2016-06-03,537.69,574.49,578.0,535.96,10683.30316506,6015479.498076734,560.8075152161598
2016-06-04,574.5,580.95,594.64,564.29,6922.12353517,3996990.817894159,577.9464949902987
2016-06-05,580.95,578.52,583.99,570.22,5064.7925060200005,2924378.604037774,577.7459807053958
2016-06-06,579.24,587.86,590.95,578.85,7141.52041402,4179943.130249671,584.8657774872153
2016-06-07,587.86,579.44,590.0,483.78,9460.5036358,5474044.849508437,581.0840787363056
2016-06-08,579.48,581.7,583.99,572.96,5293.46709316,3069359.112400016,579.7493482998195
2016-06-09,581.7,577.71,582.18,574.0,5055.05488673,2922344.0495766294,578.794859603625
2016-06-10,577.71,585.31,586.12,573.5,6007.88879674,3480495.6549475873,579.1220544507986
2016-06-11,585.29,635.97,637.38,583.0,8006.97055772,4835914.979167521,592.7320717872361
2016-06-12,635.97,681.04,687.71,625.79,16440.91822395,10780491.763082866,652.1717735833333
2016-06-13,681.04,692.39,720.0,670.0,16104.8779714,11202068.118434712,695.4869575414166
2016-06-14,692.39,683.71,695.99,650.02,11157.31666015,7591067.7981270375,685.3290187726528
2016-06-15,683.34,732.92,741.0,673.0,11858.8334283,8321688.186008826,692.5348642325417
2016-06-16,732.92,774.42,778.5,722.3,13455.64822657,10132251.040486254,751.4374424885208
2016-06-17,774.43,743.41,774.52,709.01,14251.46266222,10639874.057651944,748.4999391891389
2016-06-18,743.41,749.54,785.15,740.99,8756.23602599,6666825.3261088785,757.8644299132084
2016-06-19,749.47,762.96,771.92,744.77,5337.53394396,4058581.373476947,760.4700089805973
2016-06-20,762.97,710.46,765.0,650.0,18264.16850038,13054305.235913886,739.4315891862084
2016-06-21,710.32,659.45,718.26,628.6,18762.9456169,12580751.84247553,678.1294320934376
2016-06-22,658.92,593.0,678.64,544.13,20294.46488289,12519042.983396094,639.5718563215626
2016-06-23,593.01,670.0,700.0,565.28,20298.75742359,12614079.41986417,608.6164430533333
2016-06-24,670.0,693.02,699.0,641.0,15157.8854013,10227275.99752392,672.5864783467222
2016-06-25,693.3,667.14,696.12,650.0,6107.86715229,4134590.1768123046,678.429368168632
2016-06-26,667.14,654.19,669.46,625.01,6651.50831396,4281885.936097651,648.6720365926667
2016-06-27,654.18,657.76,663.53,632.79,6414.20457514,4158746.6526701637,649.7197824369445
2016-06-28,657.76,638.58,658.7,630.02,6055.63327919,3918012.113692079,648.8044674774584
2016-06-29,639.38,637.11,642.51,632.57,6372.99269103,4065108.650264198,637.9602008989236
2016-06-30,637.11,684.99,685.84,636.09,8107.10657787,5388709.502848672,660.406693620507
2016-07-01,684.99,680.64,688.99,669.05,6040.83556468,4101247.7447687923,679.2996102635625
2016-07-02,680.53,690.85,705.25,678.03,5992.4560314,4158772.429671097,692.2985821027431
2016-07-03,690.84,674.67,696.91,651.0,6091.91299685,4075602.830314339,672.7784686914027
2016-07-04,675.13,680.65,683.69,668.87,4140.77750051,2802975.928438654,676.7253910952917
2016-07-05,680.61,679.43,680.73,662.51,5657.55335574,3803640.259940765,672.8730198251667
2016-07-06,679.2,674.3,683.44,665.69,5746.33541873,3879298.046473872,674.987660009757
2016-07-07,674.22,642.13,674.56,611.94,13240.42389546,8454070.707004558,640.146835383389
2016-07-08,642.18,657.62,667.33,638.04,12849.70783601,8398922.441691784,652.3571860948056
2016-07-09,657.48,652.15,664.47,608.0,10075.67472406,6544377.281362927,652.4531853323473
2016-07-10,652.15,659.29,664.27,641.0,5799.67788067,3783489.8666240857,651.5471137005278
2016-07-11,659.4,650.32,662.35,648.11,8307.29240353,5415257.993973983,651.9374614558333
2016-07-12,650.34,664.95,675.5,648.6,11659.19668329,7709630.5548531655,661.3426128544374
2016-07-13,664.97,655.52,671.45,640.0,21993.39924629,14588792.006877722,662.71399915625
2016-07-14,655.51,664.92,664.99,653.5,4343.8572485,2872871.232108112,660.5398369509514
2016-07-15,664.92,669.28,669.99,663.11,4555.74964626,3036502.190440554,666.5510474910973
2016-07-16,669.28,668.65,669.63,662.01,3007.75322748,2004913.185611271,666.6961836850347
2016-07-17,668.88,684.49,684.94,668.12,4051.78619728,2741304.951869528,674.9246546825625
2016-07-18,684.49,676.29,684.66,670.0,4433.34188022,3002191.933225441,677.7885619862153
2016-07-19,676.2,674.6,676.54,666.17,3825.99090962,2572443.4268646506,673.2291517799723
2016-07-20,674.61,662.88,674.97,661.19,3831.92794122,2559662.595899774,669.231851826007
2016-07-21,662.87,669.59,669.69,662.86,4253.69485176,2835878.6399759715,666.1377820724098
2016-07-22,669.6,661.07,669.94,647.59,7722.00167576,5086200.422771411,661.0420099209999
2016-07-23,661.07,657.7,662.35,655.01,3696.99795452,2433829.654660542,658.5669999100209
2016-07-24,657.7,662.76,666.37,655.26,3785.56134907,2501473.7950334838,660.005517700868
2016-07-25,662.76,657.42,664.13,653.77,4627.1567184,3042592.672020131,657.4440184085555
2016-07-26,657.42,652.71,658.99,645.0,6764.22759984,4422975.773454453,653.6995196895069
2016-07-27,652.71,657.5,658.99,646.56,4785.2528671,3136505.973936156,655.3018570503194
2016-07-28,657.5,657.42,659.97,654.1,4132.84994409,2716461.2248601294,657.2514590663263
2016-07-29,657.42,658.4,659.0,651.0,4024.66021545,2643192.656019002,657.3586329827084
2016-07-30,658.7,638.07,658.98,636.52,3961.7802156,2586371.4874589513,655.7476478516805
2016-07-31,638.12,620.0,648.0,615.02,6495.86971624,4103273.5892323297,634.0664284117431
2016-08-01,620.0,595.25,629.34,590.0,8347.96287767,5130907.927990421,618.4276829240972
2016-08-02,595.25,545.99,610.0,483.0,21958.94089215,12291071.719021859,581.7501907959445
2016-08-03,545.99,596.51,599.95,519.3,13785.85119168,7759659.16869763,562.236311893125
2016-08-04,596.52,582.22,597.99,562.11,8546.07163653,4965805.724960217,582.0076112461319
2016-08-05,582.04,583.98,583.99,570.39,5382.20772795,3110031.439476961,578.1125034624237
2016-08-06,583.61,592.0,595.1,574.5,3955.66898675,2314041.386325049,584.0309690052708
2016-08-07,591.99,593.96,598.65,587.2,3258.90667382,1936498.6015343126,594.4260577921111
2016-08-08,593.9,591.29,595.99,589.0,4236.11101871,2510779.160450754,592.6784843243541
2016-08-09,591.3,587.89,592.53,585.38,4682.33752637,2757395.453570194,589.0491642676875
2016-08-10,587.88,596.8,601.09,583.29,9488.70198957,5614937.603474393,593.7158552601458
2016-08-11,596.93,583.93,597.5,583.93,5074.1225966599995,2997375.9313900564,591.9244097254166
2016-08-12,583.94,587.62,589.1,583.62,3789.15273854,2225803.768159565,587.5786251328958
2016-08-13,587.54,582.6,589.5,582.17,2822.49431117,1657775.0942829282,587.5731127300347
2016-08-14,582.59,572.95,584.47,565.19,4408.85984336,2529488.374816235,576.114567723007
2016-08-15,572.94,568.42,574.09,561.56,4556.34950927,2590260.0198943387,569.4744171234305
2016-08-16,568.19,578.84,581.99,566.09,4546.50246621,2618196.816494779,574.7800388524792
2016-08-17,578.85,574.67,581.21,569.67,4650.0250471,2671522.290958975,575.5843318848541
2016-08-18,574.9,574.93,576.99,573.0,3861.02311527,2220870.671022951,575.1425887803125
2016-08-19,574.8,573.64,576.99,572.38,4026.9120576,2314836.116729768,574.7754726196112
2016-08-20,573.64,581.93,583.92,573.12,3684.87158513,2136845.7191838515,579.70150161275
2016-08-21,581.93,581.26,583.99,579.34,2527.50438153,1469688.730038445,581.8394414675695
2016-08-22,581.26,585.98,586.99,579.22,4643.80223883,2711505.677178741,583.2060032570139
2016-08-23,585.99,579.8,586.77,577.47,5038.94152531,2931545.130671685,582.5431008173194
2016-08-24,579.89,576.11,581.45,575.2,3989.30054227,2308661.256341353,579.0490461774028
